Catalyst,MTW,MFS,Cu,pH,Catalyst dosage (g/L),[C0] MO (mg/L),"[C0] 2,4-DCP (mg/L)",H2O2 (mM),Time (min),DE%,XGB,catb,ET,gbr,lgb,RF
MTW,1,0,0,5.5,0.2,0,40.0,5.0,0,0.0,-0.1099999994039535,-0.35,0.0,-1.24,-0.01,0.0
MTW,1,0,0,5.5,0.2,0,40.0,5.0,30,12.95,13.029999732971191,12.75,12.77,12.86,11.44,12.95
MTW,1,0,0,5.5,0.2,0,40.0,5.0,60,36.68,33.970001220703125,33.63,34.29,33.65,31.72,34.05
MTW,1,0,0,5.5,0.2,0,40.0,5.0,90,55.21,44.630001068115234,45.27,42.68,45.24,40.74,43.56
MTW,1,0,0,5.5,0.2,0,40.0,5.0,120,68.47,62.43000030517578,60.91,61.66,60.07,55.93,60.48
MTW,1,0,0,5.5,0.2,0,40.0,5.0,150,79.87,72.93000030517578,72.55,72.26,73.69,66.65,72.33
MTW,1,0,0,5.5,0.2,0,40.0,5.0,180,85.24,77.47000122070312,77.22,77.04,77.39,76.93,77.21
MTW,1,0,0,5.5,1.0,0,40.0,5.0,0,0.0,-0.1899999976158142,-0.4,0.0,-0.29,-0.12,0.0
MTW,1,0,0,5.5,1.0,0,40.0,5.0,30,14.85,13.630000114440918,14.44,14.36,16.07,14.64,13.77
MTW,1,0,0,5.5,1.0,0,40.0,5.0,60,24.88,25.959999084472656,25.93,24.88,27.68,24.95,28.49
MTW,1,0,0,5.5,1.0,0,40.0,5.0,90,32.94,31.979999542236328,32.75,32.94,32.42,24.36,35.3
MTW,1,0,0,5.5,1.0,0,40.0,5.0,120,44.82,45.09999847412109,45.46,44.82,44.57,30.88,46.72
MTW,1,0,0,5.5,1.0,0,40.0,5.0,150,58.26,58.27999877929688,57.43,58.26,57.33,57.75,60.68
MTW,1,0,0,5.5,1.0,0,40.0,5.0,180,62.13,53.29999923706055,58.91,56.7,56.21,19.81,64.62
MTW,1,0,0,5.5,2.0,0,40.0,5.0,0,0.0,0.0399999991059303,0.19,0.0,-0.59,-0.12,0.0
MTW,1,0,0,5.5,2.0,0,40.0,5.0,30,14.46,14.5600004196167,14.49,14.46,15.19,14.64,14.97
MTW,1,0,0,5.5,2.0,0,40.0,5.0,60,15.1,21.739999771118164,18.08,24.32,17.58,24.95,23.06
MTW,1,0,0,5.5,2.0,0,40.0,5.0,90,15.93,15.789999961853027,15.68,15.93,15.4,24.36,20.48
MTW,1,0,0,5.5,2.0,0,40.0,5.0,120,16.79,16.81999969482422,16.49,16.79,17.38,30.88,23.32
MTW,1,0,0,5.5,2.0,0,40.0,5.0,150,18.94,26.520000457763672,23.6,26.22,25.13,57.75,35.51
MTW,1,0,0,5.5,2.0,0,40.0,5.0,180,19.4,19.479999542236328,19.71,19.4,20.76,19.81,35.7
MTW,1,0,0,5.5,0.2,0,20.0,5.0,0,0.0,0.2199999988079071,0.47,0.0,1.81,0.13,0.0
MTW,1,0,0,5.5,0.2,0,20.0,5.0,30,21.14,21.07999992370605,21.21,21.14,19.73,21.25,17.69
MTW,1,0,0,5.5,0.2,0,20.0,5.0,60,42.21,47.02000045776367,46.28,54.03,50.01,52.26,50.24
MTW,1,0,0,5.5,0.2,0,20.0,5.0,90,60.75,59.91999816894531,59.8,60.75,61.15,59.68,58.34
MTW,1,0,0,5.5,0.2,0,20.0,5.0,120,67.96,68.8499984741211,68.93,67.96,69.71,69.05,67.52
MTW,1,0,0,5.5,0.2,0,20.0,5.0,150,77.88,77.76000213623047,77.19,77.88,77.71,77.48,76.6
MTW,1,0,0,5.5,0.2,0,20.0,5.0,180,80.38,80.41000366210938,80.69,80.38,79.89,80.65,80.0
MTW,1,0,0,5.5,0.2,0,40.0,5.0,0,0.0,-0.1099999994039535,-0.35,0.0,-1.24,-0.01,0.0
MTW,1,0,0,5.5,0.2,0,40.0,5.0,30,12.58,13.029999732971191,12.75,12.77,12.86,11.44,12.95
MTW,1,0,0,5.5,0.2,0,40.0,5.0,60,33.1,33.970001220703125,33.63,34.29,33.65,31.72,34.05
MTW,1,0,0,5.5,0.2,0,40.0,5.0,90,42.68,44.630001068115234,45.27,42.68,45.24,40.74,43.56
MTW,1,0,0,5.5,0.2,0,40.0,5.0,120,54.85,62.43000030517578,60.91,61.66,60.07,55.93,60.48
MTW,1,0,0,5.5,0.2,0,40.0,5.0,150,64.64,72.93000030517578,72.55,72.26,73.69,66.65,72.33
MTW,1,0,0,5.5,0.2,0,40.0,5.0,180,72.94,77.47000122070312,77.22,77.04,77.39,76.93,77.21
MTW,1,0,0,5.5,0.2,0,60.0,5.0,0,0.0,1.0800000429153442,0.82,0.0,-0.55,-0.01,0.0
MTW,1,0,0,5.5,0.2,0,60.0,5.0,30,8.96,9.039999961853027,9.02,8.96,9.66,11.44,8.35
MTW,1,0,0,5.5,0.2,0,60.0,5.0,60,24.47,24.520000457763672,24.64,24.47,24.42,31.72,25.94
MTW,1,0,0,5.5,0.2,0,60.0,5.0,90,37.09,36.16999816894531,36.79,37.09,34.9,40.74,37.96
MTW,1,0,0,5.5,0.2,0,60.0,5.0,120,45.96,47.040000915527344,46.03,45.96,45.77,55.93,46.69
MTW,1,0,0,5.5,0.2,0,60.0,5.0,150,54.79,55.63999938964844,54.82,54.79,55.15,66.65,55.45
MTW,1,0,0,5.5,0.2,0,60.0,5.0,180,62.46,60.11000061035156,60.95,65.91,59.57,76.93,58.81
MTW,1,0,0,5.5,0.2,0,40.0,0.5,0,0.0,0.1700000017881393,0.36,0.0,0.46,0.26,0.0
MTW,1,0,0,5.5,0.2,0,40.0,0.5,30,12.35,12.34000015258789,12.49,12.35,12.41,12.37,11.94
MTW,1,0,0,5.5,0.2,0,40.0,0.5,60,17.63,17.450000762939453,17.08,17.63,17.55,17.33,16.88
MTW,1,0,0,5.5,0.2,0,40.0,0.5,90,21.44,21.13999938964844,20.95,21.44,20.64,21.5,20.98
MTW,1,0,0,5.5,0.2,0,40.0,0.5,120,24.64,25.190000534057617,24.61,24.64,23.93,24.75,25.08
MTW,1,0,0,5.5,0.2,0,40.0,0.5,150,26.91,26.40999984741211,27.37,28.51,27.48,27.81,27.81
MTW,1,0,0,5.5,0.2,0,40.0,0.5,180,29.19,30.100000381469727,29.53,29.19,29.86,29.25,30.81
MTW,1,0,0,5.5,0.2,0,40.0,2.0,0,0.0,-0.2800000011920929,-0.57,0.0,-0.42,-0.13,0.0
MTW,1,0,0,5.5,0.2,0,40.0,2.0,30,11.27,12.56999969482422,10.87,13.78,13.12,13.75,13.35
MTW,1,0,0,5.5,0.2,0,40.0,2.0,60,18.12,19.0,19.52,18.12,18.84,18.77,20.29
MTW,1,0,0,5.5,0.2,0,40.0,2.0,90,22.68,22.280000686645508,22.38,22.68,25.74,21.94,24.02
MTW,1,0,0,5.5,0.2,0,40.0,2.0,120,27.07,27.6299991607666,27.68,27.07,27.82,27.46,28.39
MTW,1,0,0,5.5,0.2,0,40.0,2.0,150,33.53,33.41999816894531,33.84,33.53,33.3,33.44,32.57
MTW,1,0,0,5.5,0.2,0,40.0,2.0,180,41.01,41.040000915527344,39.49,41.01,39.5,40.87,38.31
MTW,1,0,0,5.5,0.2,0,40.0,5.0,0,0.0,-0.1099999994039535,-0.35,0.0,-1.24,-0.01,0.0
MTW,1,0,0,5.5,0.2,0,40.0,5.0,30,12.58,13.029999732971191,12.75,12.77,12.86,11.44,12.95
MTW,1,0,0,5.5,0.2,0,40.0,5.0,60,33.1,33.970001220703125,33.63,34.29,33.65,31.72,34.05
MTW,1,0,0,5.5,0.2,0,40.0,5.0,90,42.68,44.630001068115234,45.27,42.68,45.24,40.74,43.56
MTW,1,0,0,5.5,0.2,0,40.0,5.0,120,54.85,62.43000030517578,60.91,61.66,60.07,55.93,60.48
MTW,1,0,0,5.5,0.2,0,40.0,5.0,150,64.64,72.93000030517578,72.55,72.26,73.69,66.65,72.33
MTW,1,0,0,5.5,0.2,0,40.0,5.0,180,72.94,77.47000122070312,77.22,77.04,77.39,76.93,77.21
MFS,0,1,0,5.5,0.2,0,40.0,5.0,0,0.0,-0.1000000014901161,-0.11,0.0,0.12,-0.06,0.0
MFS,0,1,0,5.5,0.2,0,40.0,5.0,30,12.95,12.93000030517578,13.6,12.95,13.2,9.01,13.31
MFS,0,1,0,5.5,0.2,0,40.0,5.0,60,36.69,37.290000915527344,37.85,36.69,38.19,31.96,37.0
MFS,0,1,0,5.5,0.2,0,40.0,5.0,90,55.21,54.81999969482422,54.85,55.21,53.7,54.35,53.88
MFS,0,1,0,5.5,0.2,0,40.0,5.0,120,68.47,68.72000122070312,68.44,68.47,68.43,62.88,68.31
MFS,0,1,0,5.5,0.2,0,40.0,5.0,150,79.88,79.68000030517578,79.73,79.88,80.39,73.61,79.79
MFS,0,1,0,5.5,0.2,0,40.0,5.0,180,85.25,85.4000015258789,84.87,85.25,85.19,85.32,84.7
MFS,0,1,0,5.5,1.0,0,40.0,5.0,0,0.0,0.0,0.11,0.0,0.23,0.19,0.0
MFS,0,1,0,5.5,1.0,0,40.0,5.0,30,14.86,15.050000190734863,15.41,14.86,16.5,16.05,14.24
MFS,0,1,0,5.5,1.0,0,40.0,5.0,60,35.68,35.08000183105469,34.72,35.68,34.86,34.29,34.24
MFS,0,1,0,5.5,1.0,0,40.0,5.0,90,47.07,47.4900016784668,46.31,47.07,46.05,44.25,45.81
MFS,0,1,0,5.5,1.0,0,40.0,5.0,120,57.34,58.54999923706055,57.35,51.83,57.48,49.53,55.59
MFS,0,1,0,5.5,1.0,0,40.0,5.0,150,68.65,68.66000366210938,69.25,68.65,70.49,67.01,68.47
MFS,0,1,0,5.5,1.0,0,40.0,5.0,180,75.04,74.95999908447266,75.07,75.04,74.84,72.68,73.51
MFS,0,1,0,5.5,2.0,0,40.0,5.0,0,0.0,0.2800000011920929,0.07,0.0,0.05,0.19,0.0
MFS,0,1,0,5.5,2.0,0,40.0,5.0,30,17.47,17.190000534057617,17.03,17.47,16.33,16.05,16.37
MFS,0,1,0,5.5,2.0,0,40.0,5.0,60,33.0,33.08000183105469,33.15,33.0,33.23,34.29,32.62
MFS,0,1,0,5.5,2.0,0,40.0,5.0,90,41.34,41.2599983215332,41.94,41.34,42.95,44.25,38.4
MFS,0,1,0,5.5,2.0,0,40.0,5.0,120,49.11,48.16999816894531,55.37,48.45,48.38,49.53,46.66
MFS,0,1,0,5.5,2.0,0,40.0,5.0,150,65.06,64.81999969482422,65.09,65.06,64.54,67.01,63.46
MFS,0,1,0,5.5,2.0,0,40.0,5.0,180,70.68,70.58999633789062,70.52,70.68,69.25,72.68,65.22
MFS,0,1,0,5.5,0.2,0,20.0,5.0,0,0.0,2.809999942779541,3.3,0.49,1.74,4.34,0.0
MFS,0,1,0,5.5,0.2,0,20.0,5.0,30,35.1,23.82999992370605,24.59,21.44,18.46,21.05,17.49
MFS,0,1,0,5.5,0.2,0,20.0,5.0,60,54.33,53.15999984741211,53.07,54.33,53.4,53.95,52.12
MFS,0,1,0,5.5,0.2,0,20.0,5.0,90,67.8,68.66999816894531,68.27,67.8,67.61,69.03,62.94
MFS,0,1,0,5.5,0.2,0,20.0,5.0,120,77.41,76.69999694824219,76.57,77.41,76.03,76.44,74.29
MFS,0,1,0,5.5,0.2,0,20.0,5.0,150,82.19,82.66999816894531,82.98,82.19,82.71,82.41,81.64
MFS,0,1,0,5.5,0.2,0,20.0,5.0,180,87.02,86.9000015258789,87.03,87.02,86.81,86.84,85.93
MFS,0,1,0,5.5,0.2,0,40.0,5.0,0,0.0,-0.1000000014901161,-0.11,0.0,0.12,-0.06,0.0
MFS,0,1,0,5.5,0.2,0,40.0,5.0,30,12.95,12.93000030517578,13.6,12.95,13.2,9.01,13.31
MFS,0,1,0,5.5,0.2,0,40.0,5.0,60,36.69,37.290000915527344,37.85,36.69,38.19,31.96,37.0
MFS,0,1,0,5.5,0.2,0,40.0,5.0,90,55.21,54.81999969482422,54.85,55.21,53.7,54.35,53.88
MFS,0,1,0,5.5,0.2,0,40.0,5.0,120,68.47,68.72000122070312,68.44,68.47,68.43,62.88,68.31
MFS,0,1,0,5.5,0.2,0,40.0,5.0,150,79.88,79.68000030517578,79.73,79.88,80.39,73.61,79.79
MFS,0,1,0,5.5,0.2,0,40.0,5.0,180,85.25,85.4000015258789,84.87,85.25,85.19,85.32,84.7
MFS,0,1,0,5.5,0.2,0,60.0,5.0,0,0.0,-0.1299999952316284,0.11,0.0,-0.69,-0.06,0.0
MFS,0,1,0,5.5,0.2,0,60.0,5.0,30,5.08,4.96999979019165,4.75,5.08,5.1,9.01,6.68
MFS,0,1,0,5.5,0.2,0,60.0,5.0,60,21.65,22.049999237060547,21.62,21.65,23.21,31.96,25.99
MFS,0,1,0,5.5,0.2,0,60.0,5.0,90,34.23,39.43000030517578,37.28,49.06,35.08,54.35,45.42
MFS,0,1,0,5.5,0.2,0,60.0,5.0,120,44.92,44.86000061035156,45.05,44.92,46.13,62.88,49.02
MFS,0,1,0,5.5,0.2,0,60.0,5.0,150,55.07,54.9900016784668,55.05,55.07,54.88,73.61,57.1
MFS,0,1,0,5.5,0.2,0,60.0,5.0,180,62.13,61.25,62.12,70.16,60.86,85.32,60.88
MFS,0,1,0,5.5,0.2,0,40.0,0.5,0,0.0,-0.2899999916553497,-0.24,0.0,0.29,-0.31,0.0
MFS,0,1,0,5.5,0.2,0,40.0,0.5,30,11.18,11.40999984741211,11.11,11.18,11.39,11.14,11.65
MFS,0,1,0,5.5,0.2,0,40.0,0.5,60,17.82,18.0,18.41,17.82,19.43,18.0,18.03
MFS,0,1,0,5.5,0.2,0,40.0,0.5,90,20.01,24.489999771118164,24.46,22.96,24.2,23.88,22.63
MFS,0,1,0,5.5,0.2,0,40.0,0.5,120,26.85,27.020000457763672,27.02,26.85,27.47,26.75,26.29
MFS,0,1,0,5.5,0.2,0,40.0,0.5,150,30.54,30.200000762939453,29.99,30.54,29.94,30.5,29.41
MFS,0,1,0,5.5,0.2,0,40.0,0.5,180,31.69,33.61000061035156,33.4,30.53,34.57,33.0,32.37
MFS,0,1,0,5.5,0.2,0,40.0,2.0,0,0.0,0.4900000095367431,0.57,0.0,1.02,0.32,0.0
MFS,0,1,0,5.5,0.2,0,40.0,2.0,30,15.08,14.81999969482422,14.57,15.08,13.81,15.13,13.72
MFS,0,1,0,5.5,0.2,0,40.0,2.0,60,28.35,27.51000022888184,26.81,28.35,23.35,27.74,24.81
MFS,0,1,0,5.5,0.2,0,40.0,2.0,90,31.93,32.220001220703125,32.02,31.93,32.68,32.46,29.33
MFS,0,1,0,5.5,0.2,0,40.0,2.0,120,34.1,33.79999923706055,34.63,34.1,34.54,33.88,32.27
MFS,0,1,0,5.5,0.2,0,40.0,2.0,150,37.31,38.06999969482422,39.63,33.83,36.36,38.88,34.1
MFS,0,1,0,5.5,0.2,0,40.0,2.0,180,41.41,41.630001068115234,42.25,41.41,42.53,41.55,39.83
MFS,0,1,0,5.5,0.2,0,40.0,5.0,0,0.0,-0.1000000014901161,-0.11,0.0,0.12,-0.06,0.0
MFS,0,1,0,5.5,0.2,0,40.0,5.0,30,12.95,12.93000030517578,13.6,12.95,13.2,9.01,13.31
MFS,0,1,0,5.5,0.2,0,40.0,5.0,60,36.69,37.290000915527344,37.85,36.69,38.19,31.96,37.0
MFS,0,1,0,5.5,0.2,0,40.0,5.0,90,55.21,54.81999969482422,54.85,55.21,53.7,54.35,53.88
MFS,0,1,0,5.5,0.2,0,40.0,5.0,120,68.47,68.72000122070312,68.44,68.47,68.43,62.88,68.31
MFS,0,1,0,5.5,0.2,0,40.0,5.0,150,79.88,79.68000030517578,79.73,79.88,80.39,73.61,79.79
MFS,0,1,0,5.5,0.2,0,40.0,5.0,180,85.25,85.4000015258789,84.87,85.25,85.19,85.32,84.7
MTW,1,0,0,2.0,0.2,10,0.0,0.5,0,0.0,-0.1500000059604644,-0.23,0.0,-0.14,-0.02,0.0
MTW,1,0,0,2.0,0.2,10,0.0,0.5,20,15.88,16.149999618530273,16.37,15.88,16.97,16.0,19.07
MTW,1,0,0,2.0,0.2,10,0.0,0.5,40,25.78,26.549999237060547,26.03,25.78,26.6,25.85,29.58
MTW,1,0,0,2.0,0.2,10,0.0,0.5,60,35.53,35.41999816894531,35.24,35.53,34.86,35.43,34.53
MTW,1,0,0,2.0,0.2,10,0.0,0.5,80,48.65,48.02000045776367,47.76,48.65,46.82,48.6,45.92
MTW,1,0,0,2.0,0.2,10,0.0,0.5,100,53.64,53.70000076293945,54.19,53.64,52.6,53.67,50.64
MTW,1,0,0,2.0,0.2,10,0.0,0.5,120,63.15,57.79999923706055,60.68,47.28,55.39,55.95,52.29
MTW,1,0,0,2.0,0.2,10,0.0,0.5,140,67.6,66.91000366210938,66.87,67.6,66.5,67.67,62.42
MTW,1,0,0,2.0,0.2,10,0.0,0.5,160,72.05,68.88999938964844,69.32,62.53,65.59,66.47,63.97
MTW,1,0,0,2.0,0.2,10,0.0,0.5,180,72.67,72.5,72.47,72.67,71.88,72.39,70.93
MTW,1,0,0,2.0,0.2,10,0.0,0.5,200,73.28,73.44000244140625,73.55,73.28,72.44,73.52,71.02
MTW,1,0,0,3.0,0.2,10,0.0,0.5,0,0.0,0.3799999952316284,0.66,0.0,0.62,0.38,0.0
MTW,1,0,0,3.0,0.2,10,0.0,0.5,20,37.56,36.20000076293945,35.69,37.56,34.77,37.17,36.55
MTW,1,0,0,3.0,0.2,10,0.0,0.5,40,46.39,45.66999816894531,46.01,46.39,44.23,46.47,45.97
MTW,1,0,0,3.0,0.2,10,0.0,0.5,60,52.93,53.540000915527344,53.69,52.93,53.89,53.03,53.32
MTW,1,0,0,3.0,0.2,10,0.0,0.5,80,59.19,59.75,59.49,59.19,60.33,59.18,59.82
MTW,1,0,0,3.0,0.2,10,0.0,0.5,100,64.43,64.94000244140625,64.53,64.43,66.3,64.37,64.87
MTW,1,0,0,3.0,0.2,10,0.0,0.5,120,67.47,68.02999877929688,68.03,67.47,68.72,67.44,67.51
MTW,1,0,0,3.0,0.2,10,0.0,0.5,140,70.97,72.23999786376953,72.04,70.97,73.63,71.05,71.9
MTW,1,0,0,3.0,0.2,10,0.0,0.5,160,76.22,75.98999786376953,75.61,76.22,77.24,76.08,76.27
MTW,1,0,0,3.0,0.2,10,0.0,0.5,180,77.78,78.6500015258789,78.08,77.78,80.22,78.22,78.25
MTW,1,0,0,3.0,0.2,10,0.0,0.5,200,80.82,80.73999786376953,80.32,80.82,81.21,80.13,80.3
MTW,1,0,0,5.0,0.2,10,0.0,0.5,0,0.0,-0.7300000190734863,-1.14,0.0,0.01,-0.21,0.0
MTW,1,0,0,5.0,0.2,10,0.0,0.5,20,4.78,5.0,5.16,4.78,4.61,4.81,4.38
MTW,1,0,0,5.0,0.2,10,0.0,0.5,40,9.02,8.789999961853027,9.73,9.02,8.64,8.96,9.08
MTW,1,0,0,5.0,0.2,10,0.0,0.5,60,10.48,11.470000267028809,10.48,10.48,10.8,10.49,11.44
MTW,1,0,0,5.0,0.2,10,0.0,0.5,80,13.13,12.829999923706056,12.69,13.13,12.33,13.13,13.56
MTW,1,0,0,5.0,0.2,10,0.0,0.5,100,17.51,17.329999923706055,16.9,17.51,15.88,17.6,18.0
MTW,1,0,0,5.0,0.2,10,0.0,0.5,120,19.23,18.81999969482422,18.15,21.25,19.44,20.31,21.14
MTW,1,0,0,5.0,0.2,10,0.0,0.5,140,22.82,21.13999938964844,21.33,22.82,21.53,22.69,22.93
MTW,1,0,0,5.0,0.2,10,0.0,0.5,160,23.61,24.11000061035156,24.39,23.61,23.44,23.82,24.36
MTW,1,0,0,5.0,0.2,10,0.0,0.5,180,27.33,26.809999465942383,26.57,27.33,26.95,26.39,27.67
MTW,1,0,0,5.0,0.2,10,0.0,0.5,200,28.79,29.71999931335449,29.6,28.79,32.02,29.69,31.61
MTW,1,0,0,9.0,0.2,10,0.0,0.5,0,0.0,-0.2199999988079071,-0.26,0.0,-0.0,-0.46,0.0
MTW,1,0,0,9.0,0.2,10,0.0,0.5,20,3.52,3.869999885559082,4.28,3.52,4.71,3.67,3.88
MTW,1,0,0,9.0,0.2,10,0.0,0.5,40,6.93,7.829999923706055,9.23,7.78,8.91,7.77,8.51
MTW,1,0,0,9.0,0.2,10,0.0,0.5,60,9.72,9.380000114440918,9.41,9.72,10.06,9.72,9.87
MTW,1,0,0,9.0,0.2,10,0.0,0.5,80,11.42,11.350000381469728,11.49,11.42,11.7,11.49,11.83
MTW,1,0,0,9.0,0.2,10,0.0,0.5,100,14.95,14.630000114440918,14.76,14.95,14.29,14.99,15.5
MTW,1,0,0,9.0,0.2,10,0.0,0.5,120,16.53,16.049999237060547,15.75,16.53,16.49,16.36,16.76
MTW,1,0,0,9.0,0.2,10,0.0,0.5,140,17.86,18.21999931335449,18.79,17.86,17.38,17.87,18.03
MTW,1,0,0,9.0,0.2,10,0.0,0.5,160,20.42,19.950000762939453,20.11,20.42,18.95,20.34,20.33
MTW,1,0,0,9.0,0.2,10,0.0,0.5,180,21.27,21.530000686645508,21.81,21.27,20.39,21.98,22.34
MTW,1,0,0,9.0,0.2,10,0.0,0.5,200,25.03,24.350000381469727,24.57,25.03,23.71,24.36,24.92
MTW,1,0,0,3.0,0.2,10,0.0,0.5,0,0.0,0.3799999952316284,0.66,0.0,0.62,0.38,0.0
MTW,1,0,0,3.0,0.2,10,0.0,0.5,20,37.56,36.20000076293945,35.69,37.56,34.77,37.17,36.55
MTW,1,0,0,3.0,0.2,10,0.0,0.5,40,46.39,45.66999816894531,46.01,46.39,44.23,46.47,45.97
MTW,1,0,0,3.0,0.2,10,0.0,0.5,60,52.93,53.540000915527344,53.69,52.93,53.89,53.03,53.32
MTW,1,0,0,3.0,0.2,10,0.0,0.5,80,59.19,59.75,59.49,59.19,60.33,59.18,59.82
MTW,1,0,0,3.0,0.2,10,0.0,0.5,100,64.43,64.94000244140625,64.53,64.43,66.3,64.37,64.87
MTW,1,0,0,3.0,0.2,10,0.0,0.5,120,67.47,68.02999877929688,68.03,67.47,68.72,67.44,67.51
MTW,1,0,0,3.0,0.2,10,0.0,0.5,140,70.97,72.23999786376953,72.04,70.97,73.63,71.05,71.9
MTW,1,0,0,3.0,0.2,10,0.0,0.5,160,76.22,75.98999786376953,75.61,76.22,77.24,76.08,76.27
MTW,1,0,0,3.0,0.2,10,0.0,0.5,180,77.78,78.6500015258789,78.08,77.78,80.22,78.22,78.25
MTW,1,0,0,3.0,0.2,10,0.0,0.5,200,80.82,80.73999786376953,80.32,80.82,81.21,80.13,80.3
MTW,1,0,0,3.0,0.4,10,0.0,0.5,0,0.0,-0.7900000214576721,-0.75,0.0,-0.56,-0.71,0.0
MTW,1,0,0,3.0,0.4,10,0.0,0.5,20,27.68,29.11000061035156,29.39,27.68,32.36,28.15,29.09
MTW,1,0,0,3.0,0.4,10,0.0,0.5,40,47.16,47.36000061035156,46.91,47.16,48.0,47.02,47.62
MTW,1,0,0,3.0,0.4,10,0.0,0.5,60,58.93,58.95000076293945,58.99,58.93,58.28,58.92,58.55
MTW,1,0,0,3.0,0.4,10,0.0,0.5,80,67.14,68.63999938964844,66.53,64.61,66.1,67.5,66.23
MTW,1,0,0,3.0,0.4,10,0.0,0.5,100,74.16,74.18000030517578,74.0,74.16,73.69,74.0,74.18
MTW,1,0,0,3.0,0.4,10,0.0,0.5,120,77.72,77.58000183105469,77.97,77.72,76.45,78.14,77.6
MTW,1,0,0,3.0,0.4,10,0.0,0.5,140,82.36,82.1500015258789,82.32,82.36,81.5,82.28,82.28
MTW,1,0,0,3.0,0.4,10,0.0,0.5,160,87.01,86.12999725341797,86.13,87.01,84.89,86.88,86.73
MTW,1,0,0,3.0,0.4,10,0.0,0.5,180,88.29,88.56999969482422,88.27,88.29,88.03,88.31,88.27
MTW,1,0,0,3.0,0.4,10,0.0,0.5,200,89.18,89.47000122070312,89.43,89.18,89.04,89.24,89.15
MTW,1,0,0,3.0,1.0,10,0.0,0.5,0,0.0,0.699999988079071,0.92,0.0,2.82,1.51,0.0
MTW,1,0,0,3.0,1.0,10,0.0,0.5,20,50.62,49.70000076293945,49.27,50.62,47.0,49.51,45.37
MTW,1,0,0,3.0,1.0,10,0.0,0.5,40,61.2,62.18999862670898,61.17,56.65,60.48,61.53,53.65
MTW,1,0,0,3.0,1.0,10,0.0,0.5,60,68.22,67.06999969482422,67.39,68.22,64.59,68.33,61.1
MTW,1,0,0,3.0,1.0,10,0.0,0.5,80,73.56,73.29000091552734,73.45,73.56,71.97,73.57,69.8
MTW,1,0,0,3.0,1.0,10,0.0,0.5,100,78.31,78.12000274658203,78.05,78.31,77.79,78.48,75.38
MTW,1,0,0,3.0,1.0,10,0.0,0.5,120,80.38,80.06999969482422,80.02,80.38,79.61,80.13,79.04
MTW,1,0,0,3.0,1.0,10,0.0,0.5,140,82.26,82.8499984741211,82.77,82.26,83.56,82.43,82.05
MTW,1,0,0,3.0,1.0,10,0.0,0.5,160,83.05,83.76000213623047,83.89,83.05,83.79,83.0,84.32
MTW,1,0,0,3.0,1.0,10,0.0,0.5,180,83.85,82.12000274658203,84.73,85.41,85.48,68.67,86.14
MTW,1,0,0,3.0,1.0,10,0.0,0.5,200,85.23,82.16999816894531,85.48,86.45,86.95,69.37,86.76
MTW,1,0,0,3.0,0.4,10,0.0,0.5,0,0.0,-0.7900000214576721,-0.75,0.0,-0.56,-0.71,0.0
MTW,1,0,0,3.0,0.4,10,0.0,0.5,20,27.68,29.11000061035156,29.39,27.68,32.36,28.15,29.09
MTW,1,0,0,3.0,0.4,10,0.0,0.5,40,47.16,47.36000061035156,46.91,47.16,48.0,47.02,47.62
MTW,1,0,0,3.0,0.4,10,0.0,0.5,60,58.93,58.95000076293945,58.99,58.93,58.28,58.92,58.55
MTW,1,0,0,3.0,0.4,10,0.0,0.5,80,67.14,68.63999938964844,66.53,64.61,66.1,67.5,66.23
MTW,1,0,0,3.0,0.4,10,0.0,0.5,100,74.16,74.18000030517578,74.0,74.16,73.69,74.0,74.18
MTW,1,0,0,3.0,0.4,10,0.0,0.5,120,77.72,77.58000183105469,77.97,77.72,76.45,78.14,77.6
MTW,1,0,0,3.0,0.4,10,0.0,0.5,140,82.36,82.1500015258789,82.32,82.36,81.5,82.28,82.28
MTW,1,0,0,3.0,0.4,10,0.0,0.5,160,87.01,86.12999725341797,86.13,87.01,84.89,86.88,86.73
MTW,1,0,0,3.0,0.4,10,0.0,0.5,180,88.29,88.56999969482422,88.27,88.29,88.03,88.31,88.27
MTW,1,0,0,3.0,0.4,10,0.0,0.5,200,89.18,89.47000122070312,89.43,89.18,89.04,89.24,89.15
MTW,1,0,0,3.0,0.4,10,0.0,1.0,0,0.0,6.820000171661377,6.66,0.0,3.56,-0.74,0.0
MTW,1,0,0,3.0,0.4,10,0.0,1.0,20,45.26,44.52000045776367,44.98,45.26,43.32,45.35,42.39
MTW,1,0,0,3.0,0.4,10,0.0,1.0,40,62.77,63.310001373291016,63.21,62.77,62.35,62.77,60.95
MTW,1,0,0,3.0,0.4,10,0.0,1.0,60,75.66,74.62999725341797,75.31,75.66,75.95,75.62,71.22
MTW,1,0,0,3.0,0.4,10,0.0,1.0,80,83.53,83.56999969482422,82.51,76.48,81.69,82.87,77.35
MTW,1,0,0,3.0,0.4,10,0.0,1.0,100,88.55,88.12000274658203,88.82,88.55,87.14,88.56,86.3
MTW,1,0,0,3.0,0.4,10,0.0,1.0,120,92.39,92.30999755859376,91.25,92.39,91.63,92.47,91.46
MTW,1,0,0,3.0,0.4,10,0.0,1.0,140,92.98,92.66999816894533,93.38,92.98,93.51,92.82,92.64
MTW,1,0,0,3.0,0.4,10,0.0,1.0,160,95.04,95.0,95.36,95.04,94.79,95.25,94.35
